entity_text,entity_type,source_url,source_title,sentence,confidence
Pierre Laborie,PERSON,https://en.wikipedia.org/wiki/France_men%27s_national_volleyball_team,France men's national volleyball team,"Head coach:  Andrea Giani

Coach history
1938–1946 :  Plaswick
1946–1947 :  René Verdier
1947–1965 :  Marcel Mathor
1965-1965 :  Shigeyoshi Nagasaki
1965–1968 :  Nicolae Sotir
1968–1970 :  Georges Der",0.9
Philippe Blain,PERSON,https://en.wikipedia.org/wiki/France_men%27s_national_volleyball_team,France men's national volleyball team,"Head coach:  Andrea Giani

Coach history
1938–1946 :  Plaswick
1946–1947 :  René Verdier
1947–1965 :  Marcel Mathor
1965-1965 :  Shigeyoshi Nagasaki
1965–1968 :  Nicolae Sotir
1968–1970 :  Georges Der",0.9
Laurent Tillie,PERSON,https://en.wikipedia.org/wiki/France_men%27s_national_volleyball_team,France men's national volleyball team,"Head coach:  Andrea Giani

Coach history
1938–1946 :  Plaswick
1946–1947 :  René Verdier
1947–1965 :  Marcel Mathor
1965-1965 :  Shigeyoshi Nagasaki
1965–1968 :  Nicolae Sotir
1968–1970 :  Georges Der",0.9
Bernardo Rezende,PERSON,https://en.wikipedia.org/wiki/France_men%27s_national_volleyball_team,France men's national volleyball team,"Head coach:  Andrea Giani

Coach history
1938–1946 :  Plaswick
1946–1947 :  René Verdier
1947–1965 :  Marcel Mathor
1965-1965 :  Shigeyoshi Nagasaki
1965–1968 :  Nicolae Sotir
1968–1970 :  Georges Der",0.9
December 2021,DATE,https://en.wikipedia.org/wiki/France_men%27s_national_volleyball_team,France men's national volleyball team,Last updated table : December 2021.,0.6
Herbalife Nutrition,ORG,https://en.wikipedia.org/wiki/France_men%27s_national_volleyball_team,France men's national volleyball team,"Sponsorship
Primary sponsors include: main sponsors like Herbalife Nutrition, Generali other sponsors: Gerflor, L'Équipe, Française des Jeux lottery, Molten, Zamst, Moneaucristaline, Veinoplus, Appart",0.88
Generali,ORG,https://en.wikipedia.org/wiki/France_men%27s_national_volleyball_team,France men's national volleyball team,"Sponsorship
Primary sponsors include: main sponsors like Herbalife Nutrition, Generali other sponsors: Gerflor, L'Équipe, Française des Jeux lottery, Molten, Zamst, Moneaucristaline, Veinoplus, Appart",0.88
Gerflor,ORG,https://en.wikipedia.org/wiki/France_men%27s_national_volleyball_team,France men's national volleyball team,"Sponsorship
Primary sponsors include: main sponsors like Herbalife Nutrition, Generali other sponsors: Gerflor, L'Équipe, Française des Jeux lottery, Molten, Zamst, Moneaucristaline, Veinoplus, Appart",0.88
L'Équipe,ORG,https://en.wikipedia.org/wiki/France_men%27s_national_volleyball_team,France men's national volleyball team,"Sponsorship
Primary sponsors include: main sponsors like Herbalife Nutrition, Generali other sponsors: Gerflor, L'Équipe, Française des Jeux lottery, Molten, Zamst, Moneaucristaline, Veinoplus, Appart",0.88
Française des Jeux lottery,ORG,https://en.wikipedia.org/wiki/France_men%27s_national_volleyball_team,France men's national volleyball team,"Sponsorship
Primary sponsors include: main sponsors like Herbalife Nutrition, Generali other sponsors: Gerflor, L'Équipe, Française des Jeux lottery, Molten, Zamst, Moneaucristaline, Veinoplus, Appart",0.88
Molten,ORG,https://en.wikipedia.org/wiki/France_men%27s_national_volleyball_team,France men's national volleyball team,"Sponsorship
Primary sponsors include: main sponsors like Herbalife Nutrition, Generali other sponsors: Gerflor, L'Équipe, Française des Jeux lottery, Molten, Zamst, Moneaucristaline, Veinoplus, Appart",0.88
Zamst,ORG,https://en.wikipedia.org/wiki/France_men%27s_national_volleyball_team,France men's national volleyball team,"Sponsorship
Primary sponsors include: main sponsors like Herbalife Nutrition, Generali other sponsors: Gerflor, L'Équipe, Française des Jeux lottery, Molten, Zamst, Moneaucristaline, Veinoplus, Appart",0.88
Moneaucristaline,ORG,https://en.wikipedia.org/wiki/France_men%27s_national_volleyball_team,France men's national volleyball team,"Sponsorship
Primary sponsors include: main sponsors like Herbalife Nutrition, Generali other sponsors: Gerflor, L'Équipe, Française des Jeux lottery, Molten, Zamst, Moneaucristaline, Veinoplus, Appart",0.88
Veinoplus,ORG,https://en.wikipedia.org/wiki/France_men%27s_national_volleyball_team,France men's national volleyball team,"Sponsorship
Primary sponsors include: main sponsors like Herbalife Nutrition, Generali other sponsors: Gerflor, L'Équipe, Française des Jeux lottery, Molten, Zamst, Moneaucristaline, Veinoplus, Appart",0.88
Appartcity,ORG,https://en.wikipedia.org/wiki/France_men%27s_national_volleyball_team,France men's national volleyball team,"Sponsorship
Primary sponsors include: main sponsors like Herbalife Nutrition, Generali other sponsors: Gerflor, L'Équipe, Française des Jeux lottery, Molten, Zamst, Moneaucristaline, Veinoplus, Appart",0.88
Herbalife International France,ORG,https://en.wikipedia.org/wiki/France_men%27s_national_volleyball_team,France men's national volleyball team,"Sponsorship
Primary sponsors include: main sponsors like Herbalife Nutrition, Generali other sponsors: Gerflor, L'Équipe, Française des Jeux lottery, Molten, Zamst, Moneaucristaline, Veinoplus, Appart",0.88
Pointp-tp,ORG,https://en.wikipedia.org/wiki/France_men%27s_national_volleyball_team,France men's national volleyball team,"Sponsorship
Primary sponsors include: main sponsors like Herbalife Nutrition, Generali other sponsors: Gerflor, L'Équipe, Française des Jeux lottery, Molten, Zamst, Moneaucristaline, Veinoplus, Appart",0.88
Volleyball,EVENT,https://en.wikipedia.org/wiki/France_men%27s_national_volleyball_team,France men's national volleyball team,"Head-to-head record
This page shows France men's national volleyball team's Head-to-head record at the Volleyball at the Summer Olympics, FIVB Volleyball Men's World Cup, FIVB Volleyball World Grand C",0.75
Summer Olympics,EVENT,https://en.wikipedia.org/wiki/France_men%27s_national_volleyball_team,France men's national volleyball team,"Head-to-head record
This page shows France men's national volleyball team's Head-to-head record at the Volleyball at the Summer Olympics, FIVB Volleyball Men's World Cup, FIVB Volleyball World Grand C",0.75
Volleyball Men's World Cup,EVENT,https://en.wikipedia.org/wiki/France_men%27s_national_volleyball_team,France men's national volleyball team,"Head-to-head record
This page shows France men's national volleyball team's Head-to-head record at the Volleyball at the Summer Olympics, FIVB Volleyball Men's World Cup, FIVB Volleyball World Grand C",0.75
Poland,GPE,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,The Poland men's national volleyball team (Polish: Reprezentacja Polski w piłce siatkowej mężczyzn) represents Poland in international volleyball competition.,0.85
Polish Volleyball Federation,ORG,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,"The team is directed by the Polish Volleyball Federation (Polski Związek Piłki Siatkowej, PZPS), the governing body for volleyball in Poland, which represents the country in international competitions",0.88
PZPS,ORG,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,"The team is directed by the Polish Volleyball Federation (Polski Związek Piłki Siatkowej, PZPS), the governing body for volleyball in Poland, which represents the country in international competitions",0.88
1976 Summer Olympics,EVENT,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,"Poland's greatest achievements to date have been winning gold medal at the 1976 Summer Olympics, three World Championship titles (1974, 2014 and 2018), two European Championship titles (2009 and 2023)",0.75
World Championship,EVENT,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,"Poland's greatest achievements to date have been winning gold medal at the 1976 Summer Olympics, three World Championship titles (1974, 2014 and 2018), two European Championship titles (2009 and 2023)",0.75
European Championship,EVENT,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,"Poland's greatest achievements to date have been winning gold medal at the 1976 Summer Olympics, three World Championship titles (1974, 2014 and 2018), two European Championship titles (2009 and 2023)",0.75
World League,ORG,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,"Poland's greatest achievements to date have been winning gold medal at the 1976 Summer Olympics, three World Championship titles (1974, 2014 and 2018), two European Championship titles (2009 and 2023)",0.88
Nations League,ORG,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,"Poland's greatest achievements to date have been winning gold medal at the 1976 Summer Olympics, three World Championship titles (1974, 2014 and 2018), two European Championship titles (2009 and 2023)",0.88
July 2025,DATE,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,"As of July 2025, Poland is one of the world's strongest teams, ranked first in the FIVB world ranking.",0.6
FIVB,ORG,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,"As of July 2025, Poland is one of the world's strongest teams, ranked first in the FIVB world ranking.",0.88
History,ORG,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,History,0.88
1970s,DATE,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,"Poland achieved some of its best results in the 1970s, with gold medals at 1974 World Championship and the 1976 Montreal Summer Olympics.",0.6
Montreal Summer Olympics,EVENT,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,"Poland achieved some of its best results in the 1970s, with gold medals at 1974 World Championship and the 1976 Montreal Summer Olympics.",0.75
between 1975 and 1983,DATE,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,"They also won five consecutive silver medals at the European Championship, between 1975 and 1983.

2005–2008 Raúl Lozano",0.6
Raúl Lozano,PERSON,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,"They also won five consecutive silver medals at the European Championship, between 1975 and 1983.

2005–2008 Raúl Lozano",0.9
17 January 2005,DATE,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,"2005
On 17 January 2005 Raúl Lozano was chosen as coach.",0.6
27 May 2005,DATE,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,On 27 May 2005 he debuted as the coach in official match against Argentina (3–1) – first meeting at 2005 World League.,0.6
Argentina,GPE,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,On 27 May 2005 he debuted as the coach in official match against Argentina (3–1) – first meeting at 2005 World League.,0.85
World League,EVENT,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,On 27 May 2005 he debuted as the coach in official match against Argentina (3–1) – first meeting at 2005 World League.,0.75
Pool C,ORG,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,"Polish national team won 9 of 12 matches in intercontinental round in Pool C (with Serbia and Montenegro, Greece, Argentina) and achieved promotion to final round in Serbia and Montenegro.",0.88
Serbia,GPE,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,"Polish national team won 9 of 12 matches in intercontinental round in Pool C (with Serbia and Montenegro, Greece, Argentina) and achieved promotion to final round in Serbia and Montenegro.",0.85
Montenegro,GPE,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,"Polish national team won 9 of 12 matches in intercontinental round in Pool C (with Serbia and Montenegro, Greece, Argentina) and achieved promotion to final round in Serbia and Montenegro.",0.85
Greece,GPE,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,"Polish national team won 9 of 12 matches in intercontinental round in Pool C (with Serbia and Montenegro, Greece, Argentina) and achieved promotion to final round in Serbia and Montenegro.",0.85
Brazil,GPE,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,In final they lost against Brazil.,0.85
Daniel Castellani,PERSON,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,"2009–2010 Daniel Castellani
2009",0.9
17 January 2009,DATE,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,"On 17 January 2009, Daniel Castellani, who had previously led PGE Skra Bełchatów, was announced as the new head coach.",0.6
PGE Skra Bełchatów,ORG,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,"On 17 January 2009, Daniel Castellani, who had previously led PGE Skra Bełchatów, was announced as the new head coach.",0.88
June 2009,DATE,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,In June 2009 Polish team played in Pool D of intercontinental round of the World League 2009.,0.6
World League 2009,ORG,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,In June 2009 Polish team played in Pool D of intercontinental round of the World League 2009.,0.88
Finland,GPE,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,"They won 5 of 12 matches, but lost all 4 matches with Brazil and 3 meetings with Finland.",0.85
3 September 2009,DATE,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,"On 3 September 2009, Poland played its first match in preliminary round Pool A of the European Championship 2009 held in Turkey.",0.6
European Championship 2009,EVENT,https://en.wikipedia.org/wiki/Poland_men%27s_national_volleyball_team,Poland men's national volleyball team,"On 3 September 2009, Poland played its first match in preliminary round Pool A of the European Championship 2009 held in Turkey.",0.75
